id_producto,nombre,categoria,subcategoria,marca,precio_lista,costo_unitario,fecha_alta
P0540,Fideos Inca Blanco 198,Abarrotes,Fideos,Inca Blanco,4.87,3.62,2023-01-10
P0541,Cuidado dental Selecta 263,Cuidado Personal,Cuidado dental,Selecta,13.62,9.99,2019-01-07
P0542,Cafe e infusiones Amauta 573,Bebidas,Cafe e infusiones,Amauta,3.64,2.74,2021-06-01
P0543,Agua Valle Norte 515,Bebidas,Agua,Valle Norte,4.77,3.68,2023-04-28
P0544,Azucar y sal Inca Blanco 673,Abarrotes,Azucar y sal,Inca Blanco,6.47,4.12,2022-06-19
P0545,Menaje de cocina Sureña 610,Hogar,Menaje de cocina,Sureña,108.68,71.21,2018-05-06
P0546,Gaseosas Nortex 877,Bebidas,Gaseosas,Nortex,4.7,3.07,2022-03-16
P0547,Jabon Selecta 694,Cuidado Personal,Jabon,Selecta,11.22,8.62,2018-10-26
P0548,Iluminacion Trujillana 224,Hogar,Iluminacion,Trujillana,30.93,22.28,2023-01-20
P0549,Microondas MaxHogar 545,Electrohogar,Microondas,MaxHogar,91.71,63.95,2023-04-21
P0550,Limpiadores de superficie Inca Blanco 758,Limpieza,Limpiadores de superficie,Inca Blanco,6.75,4.21,2018-07-30
P0551,Gaseosas Wari 113,Bebidas,Gaseosas,Wari,23.39,14.85,2019-07-16
P0552,Limpiadores de superficie Frescor 61,Limpieza,Limpiadores de superficie,Frescor,10.11,7.82,2019-09-18
P0553,Refrigeradoras Inca Blanco 443,Electrohogar,Refrigeradoras,Inca Blanco,574.14,381.31,2018-09-04
P0554,Agua Valle Norte 782,Bebidas,Agua,Valle Norte,3.64,2.58,2021-08-29
P0555,Bolsas Limax 399,Limpieza,Bolsas,Limax,5.46,3.95,2018-08-26
P0556,Menestras Vital 146,Abarrotes,Menestras,Vital,19.42,13.88,2018-09-20
P0557,Limpiadores de superficie Nortex 154,Limpieza,Limpiadores de superficie,Nortex,38.19,26.1,2022-08-05
P0558,Desodorantes Costa Real 99,Cuidado Personal,Desodorantes,Costa Real,12.82,8.11,2021-09-29
P0559,Refrigeradoras Andina 436,Electrohogar,Refrigeradoras,Andina,667.96,412.63,2019-06-17
P0560,Cafe e infusiones Costa Real 194,Bebidas,Cafe e infusiones,Costa Real,3.15,1.99,2022-03-12
P0561,Limpiadores de superficie Trujillana 577,Limpieza,Limpiadores de superficie,Trujillana,16.37,10.92,2019-06-07
P0562,Decoracion Amauta 66,Hogar,Decoracion,Amauta,166.9,126.56,2022-07-25
P0563,Limpiadores de superficie Vital 832,Limpieza,Limpiadores de superficie,Vital,19.27,14.44,2018-12-11
P0564,Menestras Kallpa 130,Abarrotes,Menestras,Kallpa,15.06,9.25,2021-04-17
P0565,Limpiadores de superficie Nortex 260,Limpieza,Limpiadores de superficie,Nortex,7.84,5.85,2020-11-15
P0566,Conservas Andina 694,Abarrotes,Conservas,Andina,29.57,21.95,2021-08-13
P0567,Desodorantes Sol Peruano 267,Cuidado Personal,Desodorantes,Sol Peruano,22.5,16.18,2023-12-05
P0568,Gaseosas Inca Blanco 169,Bebidas,Gaseosas,Inca Blanco,6.82,4.21,2022-08-29
P0569,Papel higienico Sureña 905,Limpieza,Papel higienico,Sureña,15.53,9.98,2020-05-01
P0570,Azucar y sal Amauta 53,Abarrotes,Azucar y sal,Amauta,5.51,3.62,2022-04-28
P0571,Shampoo Inca Blanco 601,Cuidado Personal,Shampoo,Inca Blanco,25.77,15.64,2021-05-20
P0572,Shampoo Trujillana 37,Cuidado Personal,Shampoo,Trujillana,12.95,8.55,2019-01-07
P0573,Cafe e infusiones Costa Real 407,Bebidas,Cafe e infusiones,Costa Real,3.28,2.0,2019-07-27
P0574,Cervezas MaxHogar 985,Bebidas,Cervezas,MaxHogar,3.19,2.34,2023-12-16
P0575,Textiles de hogar Frescor 530,Hogar,Textiles de hogar,Frescor,16.49,10.65,2021-08-08
P0576,Limpiadores de superficie Piurana 607,Limpieza,Limpiadores de superficie,Piurana,12.23,9.42,2022-11-10
P0577,Decoracion Andina 434,Hogar,Decoracion,Andina,60.46,41.53,2022-10-11
P0578,Detergentes Sol Peruano 648,Limpieza,Detergentes,Sol Peruano,5.93,4.7,2018-04-23
P0579,Arroz Wari 110,Abarrotes,Arroz,Wari,8.01,5.62,2021-04-03
P0580,Cervezas Trujillana 9,Bebidas,Cervezas,Trujillana,4.97,3.1,2020-10-13
P0581,Fideos Limax 509,Abarrotes,Fideos,Limax,6.24,4.26,2020-06-24
P0582,Papel higienico Valle Norte 538,Limpieza,Papel higienico,Valle Norte,9.1,6.63,2024-05-05
P0583,Microondas Inca Blanco 487,Electrohogar,Microondas,Inca Blanco,154.77,105.26,2022-04-13
P0584,Decoracion Valle Norte 575,Hogar,Decoracion,Valle Norte,44.75,35.3,2022-07-30
P0585,Cervezas Frescor 545,Bebidas,Cervezas,Frescor,2.08,1.48,2022-09-29
P0586,Lejia Valle Norte 826,Limpieza,Lejia,Valle Norte,10.2,7.11,2022-09-01
P0587,Cervezas Trujillana 244,Bebidas,Cervezas,Trujillana,9.11,6.36,2019-10-07
P0588,Lejia Cusco Natural 332,Limpieza,Lejia,Cusco Natural,11.23,8.22,2024-01-08
P0589,Ventiladores Amauta 636,Electrohogar,Ventiladores,Amauta,155.34,103.55,2020-08-04
P0590,Menestras Cusco Natural 531,Abarrotes,Menestras,Cusco Natural,6.23,4.02,2024-03-03
P0591,Lejia Vital 256,Limpieza,Lejia,Vital,7.58,5.52,2022-05-01
P0592,Jabon Pacifico Home 967,Cuidado Personal,Jabon,Pacifico Home,10.07,7.96,2020-02-09
P0593,Detergentes Sureña 599,Limpieza,Detergentes,Sureña,33.23,21.19,2023-12-09
P0594,Conservas Andina 267,Abarrotes,Conservas,Andina,26.92,19.03,2022-12-01
P0595,Cuidado facial Vital 788,Cuidado Personal,Cuidado facial,Vital,20.21,13.28,2021-12-28
P0596,Azucar y sal Sol Peruano 942,Abarrotes,Azucar y sal,Sol Peruano,3.27,2.52,2022-11-23
P0597,Organizadores Vital 570,Hogar,Organizadores,Vital,74.19,51.7,2022-04-29
P0598,Panaderia Frescor 956,Abarrotes,Panaderia,Frescor,4.77,2.9,2021-05-08
P0599,Menaje de cocina Andina 378,Hogar,Menaje de cocina,Andina,145.3,99.35,2024-03-26
P0600,Cervezas Amauta 542,Bebidas,Cervezas,Amauta,3.19,2.13,2024-03-21
P0601,Menestras Nortex 811,Abarrotes,Menestras,Nortex,28.87,23.06,2019-02-27
P0602,Azucar y sal Andina 636,Abarrotes,Azucar y sal,Andina,4.19,3.02,2021-06-08
P0603,Cuidado facial MaxHogar 65,Cuidado Personal,Cuidado facial,MaxHogar,13.61,10.31,2021-06-29
P0604,Cuidado dental Sol Peruano 311,Cuidado Personal,Cuidado dental,Sol Peruano,7.78,5.31,2019-01-03
P0605,Menaje de cocina Kallpa 819,Hogar,Menaje de cocina,Kallpa,12.04,9.26,2022-07-11
P0606,Conservas Valle Norte 172,Abarrotes,Conservas,Valle Norte,3.77,2.51,2021-07-29
P0607,Fideos Sol Peruano 878,Abarrotes,Fideos,Sol Peruano,14.37,9.64,2021-06-25
P0608,Detergentes Wari 623,Limpieza,Detergentes,Wari,20.0,14.11,2022-02-02
P0609,Gaseosas Valle Norte 873,Bebidas,Gaseosas,Valle Norte,19.09,14.21,2021-05-09
P0610,Azucar y sal Sol Peruano 906,Abarrotes,Azucar y sal,Sol Peruano,5.89,4.03,2018-08-31
P0611,Planchas Sol Peruano 447,Electrohogar,Planchas,Sol Peruano,1142.0,876.35,2019-11-05
P0612,Shampoo Andina 316,Cuidado Personal,Shampoo,Andina,14.93,11.74,2019-08-07
P0613,Licuadoras Selecta 329,Electrohogar,Licuadoras,Selecta,270.57,214.2,2018-12-30
P0614,Decoracion Sureña 291,Hogar,Decoracion,Sureña,74.68,50.77,2022-07-26
P0615,Papel higienico Sureña 753,Limpieza,Papel higienico,Sureña,11.38,6.91,2022-11-09
P0616,Decoracion Vital 685,Hogar,Decoracion,Vital,78.93,61.34,2020-02-23
P0617,Agua Rimac Hogar 965,Bebidas,Agua,Rimac Hogar,4.67,3.23,2023-05-14
P0618,Cervezas Wari 621,Bebidas,Cervezas,Wari,6.03,4.53,2022-10-19
P0619,Shampoo Selecta 327,Cuidado Personal,Shampoo,Selecta,29.46,22.58,2020-04-16
P0620,Jugos MaxHogar 168,Bebidas,Jugos,MaxHogar,12.37,8.29,2021-06-18
P0621,Detergentes Cusco Natural 30,Limpieza,Detergentes,Cusco Natural,6.67,4.77,2018-01-15
P0622,Planchas Vital 317,Electrohogar,Planchas,Vital,1241.68,756.58,2023-08-03
P0623,Gaseosas Trujillana 83,Bebidas,Gaseosas,Trujillana,4.4,2.9,2019-06-07
P0624,Menaje de cocina Kallpa 832,Hogar,Menaje de cocina,Kallpa,25.58,18.1,2024-02-17
P0625,Jabon Kallpa 826,Cuidado Personal,Jabon,Kallpa,24.78,17.19,2022-09-11
P0626,Televisores Nortex 240,Electrohogar,Televisores,Nortex,652.7,437.7,2021-02-01
P0627,Jabon Rimac Hogar 315,Cuidado Personal,Jabon,Rimac Hogar,44.3,31.87,2019-03-21
P0628,Shampoo Sol Peruano 457,Cuidado Personal,Shampoo,Sol Peruano,19.28,12.56,2020-06-07
P0629,Iluminacion Valle Norte 764,Hogar,Iluminacion,Valle Norte,40.16,28.59,2018-04-27
P0630,Cervezas Trujillana 418,Bebidas,Cervezas,Trujillana,4.18,3.21,2024-02-24
P0631,Bolsas Sol Peruano 201,Limpieza,Bolsas,Sol Peruano,10.96,7.21,2018-05-18
P0632,Lejia Valle Norte 163,Limpieza,Lejia,Valle Norte,16.1,10.7,2019-01-30
P0633,Cafe e infusiones Amauta 30,Bebidas,Cafe e infusiones,Amauta,24.91,15.46,2018-11-14
P0634,Lejia Nortex 237,Limpieza,Lejia,Nortex,22.05,17.26,2020-07-03
P0635,Energizantes Wari 25,Bebidas,Energizantes,Wari,2.13,1.42,2021-02-28
P0636,Detergentes Kallpa 797,Limpieza,Detergentes,Kallpa,10.52,7.62,2019-05-31
P0637,Microondas Costa Real 331,Electrohogar,Microondas,Costa Real,1755.28,1112.47,2020-12-20
P0638,Fideos Valle Norte 835,Abarrotes,Fideos,Valle Norte,17.79,11.27,2021-10-31
P0639,Bolsas Wari 277,Limpieza,Bolsas,Wari,26.71,21.1,2023-01-29
P0640,Energizantes Sol Peruano 40,Bebidas,Energizantes,Sol Peruano,7.95,5.3,2023-09-06
P0641,Panaderia MaxHogar 473,Abarrotes,Panaderia,MaxHogar,16.3,9.96,2020-01-27
P0642,Refrigeradoras Valle Norte 837,Electrohogar,Refrigeradoras,Valle Norte,244.03,195.16,2019-04-10
P0643,Energizantes Amauta 67,Bebidas,Energizantes,Amauta,16.7,10.33,2020-01-27
P0644,Arroz Sureña 724,Abarrotes,Arroz,Sureña,17.55,11.77,2019-01-04
P0645,Televisores Cusco Natural 658,Electrohogar,Televisores,Cusco Natural,81.89,58.6,2021-03-17
P0646,Papel higienico Selecta 264,Limpieza,Papel higienico,Selecta,29.81,20.43,2021-08-08
P0647,Decoracion Limax 212,Hogar,Decoracion,Limax,99.76,73.4,2019-07-17
P0648,Arroz MaxHogar 192,Abarrotes,Arroz,MaxHogar,28.31,19.31,2020-01-24
P0649,Jugos Frescor 787,Bebidas,Jugos,Frescor,3.28,2.53,2023-07-31
P0650,Lejia Valle Norte 221,Limpieza,Lejia,Valle Norte,39.69,30.62,2020-04-14
P0651,Lejia Rimac Hogar 681,Limpieza,Lejia,Rimac Hogar,16.2,12.41,2024-04-05
P0652,Shampoo Rimac Hogar 672,Cuidado Personal,Shampoo,Rimac Hogar,12.71,8.4,2019-06-07
P0653,Jabon Trujillana 687,Cuidado Personal,Jabon,Trujillana,44.64,34.6,2020-02-09
P0654,Gaseosas Limax 998,Bebidas,Gaseosas,Limax,2.77,2.15,2019-09-30
P0655,Fideos Nortex 149,Abarrotes,Fideos,Nortex,10.29,8.15,2023-02-17
P0656,Decoracion Kallpa 472,Hogar,Decoracion,Kallpa,13.57,9.8,2022-09-18
P0657,Cafe e infusiones Vital 756,Bebidas,Cafe e infusiones,Vital,18.95,14.18,2020-04-22
P0658,Limpiadores de superficie Frescor 621,Limpieza,Limpiadores de superficie,Frescor,7.6,5.27,2022-01-20
P0659,Ventiladores Costa Real 684,Electrohogar,Ventiladores,Costa Real,422.71,264.43,2020-09-08
P0660,Refrigeradoras Trujillana 752,Electrohogar,Refrigeradoras,Trujillana,97.94,71.58,2019-06-28
P0661,Fideos Cusco Natural 458,Abarrotes,Fideos,Cusco Natural,4.69,3.19,2020-03-24
P0662,Agua Trujillana 525,Bebidas,Agua,Trujillana,2.29,1.52,2018-03-08
P0663,Azucar y sal Sureña 917,Abarrotes,Azucar y sal,Sureña,11.19,8.79,2022-06-30
P0664,Jabon MaxHogar 427,Cuidado Personal,Jabon,MaxHogar,15.15,11.71,2018-08-25
P0665,Fideos Amauta 288,Abarrotes,Fideos,Amauta,5.68,4.06,2019-03-28
P0666,Panaderia Vital 305,Abarrotes,Panaderia,Vital,6.66,4.09,2019-07-08
P0667,Lejia Frescor 403,Limpieza,Lejia,Frescor,4.12,2.63,2020-08-23
P0668,Cuidado facial Inca Blanco 866,Cuidado Personal,Cuidado facial,Inca Blanco,10.94,8.04,2022-11-06
P0669,Cervezas Kallpa 419,Bebidas,Cervezas,Kallpa,5.86,3.86,2020-09-12
P0670,Textiles de hogar Costa Real 69,Hogar,Textiles de hogar,Costa Real,131.35,86.65,2023-08-08
P0671,Panaderia Cusco Natural 623,Abarrotes,Panaderia,Cusco Natural,23.39,18.06,2024-06-03
P0672,Cervezas Sureña 539,Bebidas,Cervezas,Sureña,22.63,16.92,2023-09-03
P0673,Gaseosas Trujillana 774,Bebidas,Gaseosas,Trujillana,14.16,10.6,2022-05-20
P0674,Textiles de hogar Vital 725,Hogar,Textiles de hogar,Vital,175.18,117.86,2019-02-19
P0675,Cuidado dental Limax 15,Cuidado Personal,Cuidado dental,Limax,19.09,12.71,2019-06-24
P0676,Panaderia Vital 557,Abarrotes,Panaderia,Vital,8.45,6.53,2021-07-29
P0677,Aceites Valle Norte 217,Abarrotes,Aceites,Valle Norte,17.52,11.2,2019-10-17
P0678,Decoracion MaxHogar 946,Hogar,Decoracion,MaxHogar,58.33,43.51,2019-07-03
P0679,Fideos Vital 743,Abarrotes,Fideos,Vital,5.75,3.9,2022-04-18
P0680,Organizadores Rimac Hogar 892,Hogar,Organizadores,Rimac Hogar,14.66,9.79,2019-06-02
P0681,Arroz Selecta 960,Abarrotes,Arroz,Selecta,8.26,5.71,2018-03-02
P0682,Aceites Kallpa 126,Abarrotes,Aceites,Kallpa,3.77,2.31,2021-08-18
P0683,Refrigeradoras Rimac Hogar 253,Electrohogar,Refrigeradoras,Rimac Hogar,364.82,249.83,2021-03-08
P0684,Jabon Vital 813,Cuidado Personal,Jabon,Vital,7.02,5.06,2023-09-09
P0685,Cuidado dental Sol Peruano 328,Cuidado Personal,Cuidado dental,Sol Peruano,5.78,4.09,2020-07-24
P0686,Cuidado dental Kallpa 264,Cuidado Personal,Cuidado dental,Kallpa,10.58,6.52,2020-04-09
P0687,Decoracion Sureña 954,Hogar,Decoracion,Sureña,148.67,99.15,2023-09-06
P0688,Menaje de cocina Rimac Hogar 498,Hogar,Menaje de cocina,Rimac Hogar,27.07,18.81,2020-03-19
P0689,Jugos MaxHogar 812,Bebidas,Jugos,MaxHogar,8.53,6.78,2018-01-14
P0690,Cuidado dental Frescor 878,Cuidado Personal,Cuidado dental,Frescor,15.95,11.39,2024-06-07
P0691,Cafe e infusiones Sureña 299,Bebidas,Cafe e infusiones,Sureña,5.22,3.93,2020-11-14
P0692,Desodorantes Andina 566,Cuidado Personal,Desodorantes,Andina,43.32,30.45,2019-06-10
P0693,Bolsas Andina 810,Limpieza,Bolsas,Andina,8.87,6.58,2023-03-31
P0694,Energizantes Limax 963,Bebidas,Energizantes,Limax,6.56,4.33,2018-02-01
P0695,Textiles de hogar Cusco Natural 78,Hogar,Textiles de hogar,Cusco Natural,34.16,24.41,2022-01-17
P0696,Ventiladores Kallpa 375,Electrohogar,Ventiladores,Kallpa,460.35,321.39,2022-12-24
P0697,Cervezas Pacifico Home 437,Bebidas,Cervezas,Pacifico Home,10.03,6.6,2019-04-22
P0698,Iluminacion Vital 864,Hogar,Iluminacion,Vital,21.2,15.71,2018-11-07
P0699,Ventiladores Amauta 995,Electrohogar,Ventiladores,Amauta,580.26,409.2,2020-10-04
P0700,Bolsas Frescor 640,Limpieza,Bolsas,Frescor,9.54,6.46,2021-03-30
P0701,Energizantes Frescor 107,Bebidas,Energizantes,Frescor,3.94,2.82,2020-02-07
P0702,Energizantes Amauta 927,Bebidas,Energizantes,Amauta,10.25,6.64,2019-10-12
P0703,Desodorantes Rimac Hogar 431,Cuidado Personal,Desodorantes,Rimac Hogar,11.38,8.94,2022-04-09
P0704,Cuidado facial Wari 12,Cuidado Personal,Cuidado facial,Wari,8.09,5.81,2021-09-18
P0705,Planchas Selecta 103,Electrohogar,Planchas,Selecta,162.11,126.75,2020-01-19
P0706,Ventiladores Selecta 465,Electrohogar,Ventiladores,Selecta,571.61,435.62,2024-05-08
P0707,Televisores Wari 258,Electrohogar,Televisores,Wari,73.18,55.48,2023-01-09
P0708,Menaje de cocina Sol Peruano 642,Hogar,Menaje de cocina,Sol Peruano,78.15,50.34,2022-02-18
P0709,Licuadoras Costa Real 130,Electrohogar,Licuadoras,Costa Real,1005.77,727.27,2023-03-15
P0710,Ventiladores Kallpa 26,Electrohogar,Ventiladores,Kallpa,1142.19,753.06,2018-11-22
P0711,Detergentes Andina 141,Limpieza,Detergentes,Andina,19.98,15.96,2022-12-06
P0712,Shampoo Inca Blanco 747,Cuidado Personal,Shampoo,Inca Blanco,5.27,3.99,2019-03-04
P0713,Televisores Amauta 273,Electrohogar,Televisores,Amauta,840.57,609.52,2021-08-13
P0714,Bolsas Inca Blanco 89,Limpieza,Bolsas,Inca Blanco,15.52,11.47,2018-03-26
P0715,Jabon Andina 756,Cuidado Personal,Jabon,Andina,9.01,6.72,2018-10-18
P0716,Bolsas Piurana 46,Limpieza,Bolsas,Piurana,33.51,21.23,2024-01-03
P0717,Cafe e infusiones Pacifico Home 509,Bebidas,Cafe e infusiones,Pacifico Home,2.24,1.71,2024-01-28
P0718,Cuidado facial Sol Peruano 59,Cuidado Personal,Cuidado facial,Sol Peruano,5.49,3.72,2018-06-24
P0719,Microondas Inca Blanco 65,Electrohogar,Microondas,Inca Blanco,572.5,414.87,2022-08-29
P0720,Agua Cusco Natural 850,Bebidas,Agua,Cusco Natural,3.11,1.95,2020-05-01
P0721,Planchas Wari 465,Electrohogar,Planchas,Wari,412.63,285.8,2018-11-16
P0722,Desodorantes MaxHogar 48,Cuidado Personal,Desodorantes,MaxHogar,43.9,26.98,2021-12-24
P0723,Arroz Limax 521,Abarrotes,Arroz,Limax,8.05,4.84,2021-05-12
P0724,Textiles de hogar Kallpa 424,Hogar,Textiles de hogar,Kallpa,51.43,38.72,2021-11-01
P0725,Cuidado facial Sureña 65,Cuidado Personal,Cuidado facial,Sureña,5.32,3.39,2019-12-08
P0726,Jabon Cusco Natural 994,Cuidado Personal,Jabon,Cusco Natural,7.47,4.56,2021-06-28
P0727,Cuidado facial Rimac Hogar 185,Cuidado Personal,Cuidado facial,Rimac Hogar,12.81,9.83,2021-06-21
P0728,Planchas Cusco Natural 200,Electrohogar,Planchas,Cusco Natural,761.24,522.55,2022-11-14
P0729,Arroz Pacifico Home 115,Abarrotes,Arroz,Pacifico Home,11.75,8.95,2019-03-02
P0730,Organizadores Nortex 461,Hogar,Organizadores,Nortex,57.59,45.97,2023-11-11
P0731,Microondas Sureña 312,Electrohogar,Microondas,Sureña,147.21,98.49,2022-06-10
P0732,Panaderia Costa Real 396,Abarrotes,Panaderia,Costa Real,10.4,7.15,2019-12-04
P0733,Agua Andina 314,Bebidas,Agua,Andina,23.33,14.51,2024-04-17
P0734,Agua MaxHogar 120,Bebidas,Agua,MaxHogar,5.67,3.68,2023-05-15
P0735,Iluminacion Pacifico Home 118,Hogar,Iluminacion,Pacifico Home,200.07,135.21,2018-05-01
P0736,Microondas MaxHogar 229,Electrohogar,Microondas,MaxHogar,169.35,118.38,2020-04-05
P0737,Limpiadores de superficie Limax 261,Limpieza,Limpiadores de superficie,Limax,7.88,4.82,2019-09-09
P0738,Fideos MaxHogar 291,Abarrotes,Fideos,MaxHogar,8.99,5.88,2018-07-10
P0739,Ventiladores Wari 688,Electrohogar,Ventiladores,Wari,155.35,104.58,2020-08-31
P0740,Jabon Cusco Natural 933,Cuidado Personal,Jabon,Cusco Natural,6.87,4.75,2021-05-29
P0741,Cuidado dental Trujillana 724,Cuidado Personal,Cuidado dental,Trujillana,19.5,13.79,2021-02-22
P0742,Shampoo Vital 504,Cuidado Personal,Shampoo,Vital,8.61,6.59,2020-12-16
P0743,Jabon Kallpa 743,Cuidado Personal,Jabon,Kallpa,32.45,23.34,2020-03-30
P0744,Decoracion Wari 933,Hogar,Decoracion,Wari,12.35,8.84,2020-12-23
P0745,Menaje de cocina Nortex 837,Hogar,Menaje de cocina,Nortex,167.02,116.56,2018-05-27
P0746,Energizantes Sureña 668,Bebidas,Energizantes,Sureña,17.74,14.01,2022-06-05
P0747,Aceites Selecta 185,Abarrotes,Aceites,Selecta,7.97,5.02,2023-03-06
P0748,Textiles de hogar Sureña 444,Hogar,Textiles de hogar,Sureña,11.03,6.67,2021-09-05
P0749,Decoracion Wari 359,Hogar,Decoracion,Wari,27.43,17.63,2020-05-25
P0750,Shampoo Sureña 75,Cuidado Personal,Shampoo,Sureña,38.29,29.8,2020-05-15
P0751,Energizantes Wari 307,Bebidas,Energizantes,Wari,3.11,1.92,2021-08-17
P0752,Cuidado dental Sureña 358,Cuidado Personal,Cuidado dental,Sureña,30.98,23.44,2024-03-08
P0753,Refrigeradoras Pacifico Home 412,Electrohogar,Refrigeradoras,Pacifico Home,935.74,681.31,2023-01-22
P0754,Gaseosas Amauta 411,Bebidas,Gaseosas,Amauta,3.87,2.43,2022-12-07
P0755,Azucar y sal Rimac Hogar 347,Abarrotes,Azucar y sal,Rimac Hogar,13.42,8.64,2022-08-16
P0756,Desodorantes Sol Peruano 961,Cuidado Personal,Desodorantes,Sol Peruano,6.11,4.7,2024-02-09
P0757,Textiles de hogar Piurana 280,Hogar,Textiles de hogar,Piurana,13.28,9.27,2023-08-20
P0758,Licuadoras Inca Blanco 417,Electrohogar,Licuadoras,Inca Blanco,1637.93,1188.05,2024-01-15
P0759,Panaderia Trujillana 660,Abarrotes,Panaderia,Trujillana,5.27,3.84,2022-07-06
P0760,Lejia Amauta 157,Limpieza,Lejia,Amauta,9.86,5.95,2020-07-25
P0761,Shampoo Sol Peruano 927,Cuidado Personal,Shampoo,Sol Peruano,9.08,5.5,2020-03-06
P0762,Detergentes Trujillana 231,Limpieza,Detergentes,Trujillana,35.89,24.45,2020-05-19
P0763,Gaseosas Sureña 991,Bebidas,Gaseosas,Sureña,2.22,1.35,2023-01-14
P0764,Conservas Piurana 784,Abarrotes,Conservas,Piurana,5.79,4.46,2022-11-21
P0765,Televisores Sol Peruano 165,Electrohogar,Televisores,Sol Peruano,611.88,485.52,2023-01-25
P0766,Decoracion Wari 658,Hogar,Decoracion,Wari,12.07,8.45,2019-05-25
P0767,Arroz Nortex 172,Abarrotes,Arroz,Nortex,7.57,5.55,2024-04-18
P0768,Conservas Wari 30,Abarrotes,Conservas,Wari,4.75,3.61,2019-05-07
P0769,Gaseosas Sol Peruano 843,Bebidas,Gaseosas,Sol Peruano,11.86,7.44,2018-07-01
P0770,Cervezas Vital 15,Bebidas,Cervezas,Vital,3.33,2.54,2021-03-17
P0771,Organizadores Frescor 315,Hogar,Organizadores,Frescor,36.01,22.51,2022-07-10
P0772,Ventiladores Frescor 894,Electrohogar,Ventiladores,Frescor,203.75,137.8,2022-10-28
P0773,Bolsas Trujillana 769,Limpieza,Bolsas,Trujillana,5.74,4.4,2021-08-04
P0774,Iluminacion Piurana 843,Hogar,Iluminacion,Piurana,11.22,8.01,2021-01-11
P0775,Panaderia Piurana 549,Abarrotes,Panaderia,Piurana,9.43,6.55,2023-08-23
P0776,Jugos Frescor 257,Bebidas,Jugos,Frescor,10.58,7.84,2022-01-26
P0777,Detergentes Costa Real 686,Limpieza,Detergentes,Costa Real,6.41,4.02,2021-08-05
P0778,Papel higienico Amauta 51,Limpieza,Papel higienico,Amauta,13.94,10.98,2020-04-08
P0779,Energizantes Pacifico Home 313,Bebidas,Energizantes,Pacifico Home,14.56,10.6,2022-06-21
P0780,Bolsas Rimac Hogar 206,Limpieza,Bolsas,Rimac Hogar,11.39,8.12,2023-05-22
P0781,Textiles de hogar Inca Blanco 311,Hogar,Textiles de hogar,Inca Blanco,105.36,71.49,2023-04-18
P0782,Shampoo Frescor 118,Cuidado Personal,Shampoo,Frescor,15.59,12.02,2018-02-20
P0783,Organizadores Sureña 651,Hogar,Organizadores,Sureña,56.12,34.59,2020-03-24
P0784,Jugos Pacifico Home 730,Bebidas,Jugos,Pacifico Home,2.18,1.53,2021-08-10
P0785,Cafe e infusiones Trujillana 970,Bebidas,Cafe e infusiones,Trujillana,8.71,6.81,2020-05-07
P0786,Shampoo Pacifico Home 904,Cuidado Personal,Shampoo,Pacifico Home,11.71,8.84,2019-01-18
P0787,Menaje de cocina Amauta 651,Hogar,Menaje de cocina,Amauta,110.04,67.89,2023-06-26
P0788,Menaje de cocina Limax 589,Hogar,Menaje de cocina,Limax,20.13,15.15,2019-01-11
P0789,Bolsas Wari 293,Limpieza,Bolsas,Wari,6.32,4.26,2022-01-16
P0790,Cuidado dental Pacifico Home 351,Cuidado Personal,Cuidado dental,Pacifico Home,10.83,8.1,2021-02-06
P0791,Fideos Selecta 680,Abarrotes,Fideos,Selecta,17.31,13.76,2024-01-03
P0792,Menestras Frescor 574,Abarrotes,Menestras,Frescor,5.11,3.19,2022-04-30
P0793,Menestras Trujillana 649,Abarrotes,Menestras,Trujillana,9.06,7.2,2021-12-29
P0794,Planchas Nortex 11,Electrohogar,Planchas,Nortex,588.97,358.82,2021-05-25
P0795,Conservas Rimac Hogar 504,Abarrotes,Conservas,Rimac Hogar,8.45,5.5,2024-04-27
P0796,Bolsas Limax 166,Limpieza,Bolsas,Limax,20.68,12.96,2020-02-16
P0797,Lejia Frescor 407,Limpieza,Lejia,Frescor,36.67,27.94,2023-03-04
P0798,Jugos Cusco Natural 692,Bebidas,Jugos,Cusco Natural,3.65,2.51,2021-11-03
P0799,Microondas Sureña 493,Electrohogar,Microondas,Sureña,353.23,221.16,2019-09-14
P0800,Jugos Pacifico Home 112,Bebidas,Jugos,Pacifico Home,9.11,7.17,2018-03-23
